objectid,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,comments,event_import_source,event_import_id,latitude,longitude,country_name,country_code,admin_division_name,gazetteer_closest_point,gazetteer_distance,submitted_date,last_edited_date
11680,hindu,http://www.hindu.com/2010/07/30/stories/2010073063780100.htm,2293,1282262400000.0,,"Nalupani(?), Rishikesh-Gangotri highway, Uttarkhand","Friday, Aug 20, 2010, 15:19 IST   Incessant rains continued to lash Uttarakhand triggering landslides and most of the rivers flowing at danger level today.  Meanwhile, landslides occurred at a few places in Garhwal Himalayas due to heavy rains in at Badrinath, Kedarnath, Yamunotri and Gangotri.  While Rishikesh-Gangotri highway was blocked by landslides at Bhatwari and Nalupani and Rishikesh-Badrinath at Lambagad, routes to Yamunotri was disrupted at Ranachatti and Kedarnath at Gaurikund, the officials said.  Work is on to clear the debris and repair the roads.","Nalupani(?), Rishikesh-Gangotri highway, Uttarkhand",50km,landslide,downpour,medium,unknown,0.0,,,,,GLC,2293,30.7221,78.6437,India,IN,Uttaranchal,Uttarkashi,19.55,1396310400000.0,
11681,The Northeast Today,https://thenortheasttoday.com/manipur-ukhrul-district-affected-by-landslide-along-imphal-ukhrul-highway-namthilog/,9948,1498867200000.0,unknown,Landslide causes Ukhrul-Imphal road to sink,"Landslide affects 200m of Ukhrul-Imphal road near Litan police station, road sinks 6 meters. From the attached picture it appears a bus/truck was damaged.","NH-150, Ukhrul Central, Ukhrul, Manipur, 795142",1km,landslide,rain,small,below_road,0.0,0.0,,https://thenortheasttoday.com/wp-content/uploads/2017/07/efront-2___Landslides-hit-Ukhrul-district.jpg,"Article states ""within last 5 days"" of 7/3/17",GLC,,24.95178179,94.20340026,India,IN,Manipur,Manipur,26.94,1499265212000.0,
11682,www.thehimalayantimes.com,http://www.thehimalayantimes.com/fullNews.php?headline=Seventy+displaced+families+await+relief&NewsID=384963,5136,1374274800000.0,23:00,"Rakachuli Village, Nawalparasi, Western Region","Days after landslide displaced 70 families of NawalparasiÕs Rakachuli and Dhurkot villages on Sunday night, the victims are yet receive relief. As many as six houses in Rakachuli and seven houses in Dhurkot were swept away, while the remaining were relocated in view of the impending landslide threat. Chief District Officer, Keshavraj Ghimire estimated the total damage to property as Rs 15 million. ÒEver since the natural disaster rendered them homeless, the victims have been staying with their kin at other places,Ó said local Khum Bahadur Dhanja, adding that the locals have donated food items for the victims. ÒA police rescue team had come here to collect the details of the damage yesterday. No government official has come to us yet,Ó lamented the victims. Rakachuli and Dhurkot are remote parts of the district. Meanwhile, the CDO said relief materials would reach the victims only by Friday. ÒAs the landslip-hit sites are on difficult terrain and are inaccessible by cars, relief can rea","Rakachuli Village, Nawalparasi, Western Region",25km,landslide,unknown,medium,unknown,,,,,,GLC,5136,27.7115,83.9072,Nepal,NP,Lumbini,Mitel,6.48,1396310400000.0,
11697,Hindu,http://www.thehindu.com/news/national/other-states/life-remains-hit-in-darjeeling-hills/article9222389.ece,9620,1476489600000.0,,Rangpo,"The road on way to Peiling in Sikkim remained cut off due to landslides at Namchi and Rangpo but the Lava-Lolegaon route in Darjeeling was still working, though only for cars and the small vehicles took long detour through the second route, the officials said.",Rangpo,5km,landslide,downpour,medium,above_road,0.0,0.0,,,,GLC,9620,27.172,88.5292,India,IN,West Bengal,Kalimpong,11.99,1476882649000.0,
11703,One India,http://news.oneindia.in/2007/08/18/cm-visits-cloudburst-affected-ghanvi-village-1187458326.html,183,1187049600000.0,,"Himachal Pradesh, Shimla district, Ghanvi village","Really bad event, killed an entire village, *triggered from a cloudburst","Himachal Pradesh, Shimla district, Ghanvi village",50km,complex,downpour,very_large,unknown,52.0,,,,,GLC,183,26.2208,73.6106,India,IN,Rajasthan,Bhawi,0.7,1396310400000.0,
11706,Millenium Post,http://www.millenniumpost.in/kolkata/darjeeling-kalimpong-witness-series-of-landslides-1-killed-299591,11393,1526266800000.0,03:00,Construction Site Landslide,"A mud wall caved in at a construction site at 3:30am Monday, burying one person. The worker did not survive. Another worker suffered injuries. The construction was an illegal operation. It has been raining in the area, 101 mm of rain in Darjeeling in the past 24 hours.",Ganga Maya Park,1km,landslide,construction,small,retaining_wall,1.0,1.0,,,,GLC,,27.03596051,88.26257359,India,IN,West Bengal,Darjeeling,0.66,1527098341000.0,
11707,morungexpress,http://www.morungexpress.com/local/56264.html,2567,1286496000000.0,,"Phek, Manipur","Also in Phek, due to incessant rains over the last few weeks apart from the paddy fields, landslides/mudslides occurred at different places of the district head quarter town leading to the damage of houses and properties of the denizens. Several parts of the town face dangerous apprehensions if the rains continue in the same manner. The natural calamity scheme which prove futile to the genuine applicants for the last few years reminds the public leaders of the aggrieved farmers. ","Phek, Manipur",5km,complex,downpour,medium,unknown,0.0,,,,,GLC,2567,25.6633,94.4703,India,IN,Nagaland,Sathazum,14.95,1396310400000.0,
11723,ekantipur,http://www.ekantipur.com/the-kathmandu-post/2015/08/15/news/citizens-still-feel-anxiety-post-quake/279590.html,7307,1438646400000.0,,Singdi at Pasgaun VDC in Lamjung district,Twenty five households of the remote Singdi village were displaced by the landslide on August 4.,Singdi at Pasgaun VDC in Lamjung district,5km,landslide,unknown,medium,unknown,0.0,0.0,,,,GLC,7307,28.2872,84.2015,Nepal,NP,Gandaki,Ma-hsun-ti Ho,12.28,1439846469000.0,
11744,The Hindu,https://www.thehindu.com/news/national/kerala/xoeypv/article24835915.ece,14413,1535233909000.0,unknown,Munnar Road Landslip,"Road damaged by landslip near Munnar in Idukki, Kerala during monsoon season.","Munnar, Devikulam, Idukki, Kerala",10km,landslide,monsoon,small,above_road,,,,https://th.thgim.com/news/national/kerala/xoeypv/article24835915.ece/alternates/FREE_660/31TVMUNNAR,,GLC,,10.08673984,77.06304483,India,IN,Kerala,Devikolam,5.34,1595368309000.0,
11750,The New Indian Express,https://www.newindianexpress.com/states/kerala/2018/aug/19/four-swept-away-in-landslide-at-upputhodu-in-idukki-1859584.html,14404,1534527004000.0,10:00,Hilltop Landslide in Upputhode,Flooding from continuous rain induced a landslide on top of a hill in Upputhode that swept away four people as well as damaged acres of land.,"Upputhode, Idukki, Kerala, India",5km,landslide,flooding,medium,natural_slope,4.0,,,,,GLC,,9.88032214,77.00665997,India,IN,Kerala,Carda Mom Hills,21.69,1598203804000.0,
11755,ekantipur.com,http://ekantipur.com/2013/07/23/top-story/floods-landslides-bring-misery-8-dead-13-missing/375202.html,5160,1374451200000.0,,"Pipaldanda, Palpa District","Landslides triggered by heavy rainfall claimed three lives in Khanichhap and Pipaldanda in Palpa districtÉ Incessant rainfall caused a house to collapse in Pipaldanda, killing 56-year-old Durga Bahadur Sunari. His 13-year-old son Chabilal was injured.","Pipaldanda, Palpa District",10km,landslide,downpour,medium,unknown,1.0,1.0,,,,GLC,5160,27.8686,83.6606,Nepal,NP,Lumbini,Tansen,11.29,1396310400000.0,
11758,Greater Kashmir,http://aboutkashmir.com/news/2015/Apr/4/weather-improves-but-highway-remains-closed-53.asp,7177,1428073200000.0,15:00,Nambilnar,Reports said panic gripped Tangmarg Friday afternoon when a massive landslide occurred in Nambalinar village near Baba Reshi.,Nambilnar,1km,landslide,continuous_rain,medium,natural_slope,0.0,0.0,,,,GLC,7177,34.0978,74.4016,India,IN,Jammu and Kashmir,Gulmarg,4.14,1436815477000.0,
11764,Republica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=81132,6199,1408147200000.0,,In Dang near  Babai River,"2/13 dead from landslide, 4/13 from flood, 7/13 unknown",In Dang near  Babai River,5km,landslide,downpour,large,unknown,9.0,0.0,,,,GLC,6199,27.9911,82.3018,Nepal,NP,Rapti,Amile,9.54,1452115334000.0,
11776,pakistantimes,http://www.pakistantimes.net/pt/detail.php?newsId=20010,3250,1300492800000.0,,"Jammu-Srinagar hwy, Digdol, Ramban, Jammu and Kashmir","The landslides blocked the road on at least four places including Sheeri, Panithal and Digdol.","Jammu-Srinagar hwy, Digdol, Ramban, Jammu and Kashmir",5km,landslide,downpour,medium,unknown,0.0,,,,,GLC,3250,33.3308,75.1773,India,IN,Jammu and Kashmir,Gund,11.64,1410379090000.0,
11777,hisz.rsoe,http://hisz.rsoe.hu/alertmap/site/?pageid=event_update_read&edis_id=FF-20120804-36049-IND&uid=12837,4468,1342915200000.0,,"Pulloorampara, Kerala","even people, including five members of a family, were reportedly missing in landslides at various parts of Kannur and Kozhikode districts on Monday evening. The five-member family of Biju of Thundathil house was reportedly washed away at Aanakampoyil at Pulloorampara. There were unconfirmed reports that the body of Biju’s three-and-a-half-year-old son, Kuttan, had been recovered. Two people, identified as Gopalan and Varkey, were reported missing in the landslide at Kodencherry in the district. Rescue operations were going on till late in the night. Heavy rains accompanied by landslides wreaked havoc in Iritty and other high range regions of Kannur district on Monday. Landslides threw life out of gear in Vaniyambara in Ayyankunnu panchayat and in Pulloorampara near Thiruvambadi in Kozhikode. The landslides, besides causing heavy damage to several houses, crops and business establishments, also unleashed flash floods in Vaniyambara and Vallithode. A 10-year-old bridge at Odichikunnu was","Pulloorampara, Kerala",5km,landslide,downpour,medium,unknown,,,,,,GLC,4468,11.405,76.0376,India,IN,Kerala,Arikkod,20.28,1396310400000.0,
11780,Times of India,http://timesofindia.indiatimes.com/city/dehradun/Rains-trigger-landslides-on-Yamnotri-and-Gangotri-highways-traffic-disrupted/articleshow/48505014.cms,7310,1439596800000.0,,Yamnotri highway,Roads were blocked at Silai bend and Paal village on Yamnotri highway,Yamnotri highway,25km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,GLC,7310,30.9085,78.3299,India,IN,Uttaranchal,Uttarkashi,22.13,1439848962000.0,
11781,The Times of India,http://timesofindia.indiatimes.com/city/mumbai/Two-injured-in-landslide-at-Gilbert-Hill/articleshow/47646786.cms,6972,1434107700000.0,11:00,"Gilbert Hill, Andheri West, Mumbai",Rainfall resulted in some of the rocks on Gilbert Hill coming off.,"Gilbert Hill, Andheri West, Mumbai",1km,landslide,downpour,small,above_road,0.0,2.0,,,,GLC,6972,19.1209,72.8406,India,IN,Maharashtra,Bombay,4.64,1435264206000.0,
11789,ndtv,http://www.ndtv.com/article/india/four-die-in-landslides-in-uttarakhand-gangotri-rishikesh-highway-blocked-256310,4481,1345161600000.0,,"Chamoli, Uttarakhand","Four persons were killed and two others injured following heavy landslides in the Karanprayag area of Chamoli district on Friday. The four persons were travelling in a jeep when it was buried under the landslides in the area, District Magistrate SA Murugeshan told PTI over telephone. The landslides occurred due to heavy overnight rains in the area.Rains continued to lash several parts of the hill state during the past 24 hours even as the administration was keeping a close watch on the situation in Uttarkashi district where 28 people were killed in a cloudburst and floods on August 4.  ","Chamoli, Uttarakhand",5km,landslide,downpour,medium,unknown,4.0,,,,,GLC,4481,30.6594,79.5605,India,IN,Uttaranchal,Saraswati,10.64,1396310400000.0,
11806,The New Indian Express,http://www.newindianexpress.com/nation/Fifty-Nine-Killed-in-Flash-Flood-and-Landslide-in-Meghalaya/2014/10/07/article2466329.ece,6213,1411516800000.0,,Meghalaya,"""The number of deaths due to flash floods and landslides is 59 while five persons are still missing,"" Deputy Chief Minister and Revenue and Disaster Management Minister Roytre C Laloo said.  ""We have almost completed compiling our assessment of the damages caused by the flash floods and landslides. We hope to be able to complete it soon,"" Laloo said.  The recovery of more bodies was made after water receded in several places in the plain areas of West Garo Hills and also in East Khasi Hills district, Revenue and Disaster Management Principal Secretary P K Srivastava said.  The September 24 cloudburst that continued for a week affected over two lakh people.  The state government said flash floods and landslides damaged Rs 2,000 crore worth properties including livestock, roads, bridges, and agricultural produce.",Meghalaya,unknown,landslide,continuous_rain,large,unknown,0.0,0.0,,,,GLC,6213,25.8143,90.5763,India,IN,Meghalaya,Rangoberam,26.08,1412780270000.0,
11807,Telegraph India,https://www.telegraphindia.com/1090707/jsp/siliguri/story_11202557.jsp,1061,1246426800000.0,06:00,Bridge destroyed at 4th Mile,Landslides triggered by heavy rains hit an iron bridge on the North Sikkim Highway over Bar Khola at 4th Mile at around 5:40 am.,"4th Mile, Lower Mangshila in North Sikkim",1km,landslide,downpour,medium,unknown,0.0,,,,"Original source is unknown, but it appears to have given the time.",GLC,1061,27.478,88.527,India,IN,Sikkim,Mangan,3.98,1396310400000.0,
11812,Indian Express,http://indianexpress.com/article/india/india-news-india/jk-landslide-triggered-by-rain-kills-five/,9678,1458172800000.0,,Batote-Doda national highway,"Apart from landslides at Khelani, there were also reports of shooting stones from various places along the Batote-Doda road, making the authorities suspend vehicular traffic from both sides.",Batote-Doda national highway,25km,landslide,continuous_rain,medium,above_road,,,,,,GLC,,33.13296295,75.43929097,India,IN,Jammu and Kashmir,Doda,10.18,,
11819,The Hindu,https://www.thehindu.com/news/national/kerala/rain-eases-but-idukki-still-on-the-edge/article24732419.ece,14385,1534689696000.0,unknown,Kumily Panchayat Waste Management Plant Landslide,A landslide hit the Kumily Panchayat Waste Management Plant which caused waste to wash downhill and accumulate in low-lying areas.,"Kumily, Peerumade, Idukki, Kerala",5km,landslide,rain,medium,natural_slope,,,,,,GLC,,9.61891211,77.14082618,India,IN,Kerala,Gudalur,13.5,1598280097000.0,
11820,eKantipur,http://www.ekantipur.com/2013/08/09/top-story/landslide-obstructs-pokhara-baglung-highway/376158.html,6937,1376006400000.0,,"Pokhara-Baglung Highway, Betani of Tilahar VDC in Parbat district","A landslide that fell from above the road has swept away a section of the road and the culvert, halting the vehicular movement.","Pokhara-Baglung Highway, Betani of Tilahar VDC in Parbat district",5km,landslide,unknown,medium,above_road,0.0,0.0,,,,GLC,6937,28.2741,83.7417,Nepal,NP,Dhawalagiri,Chanarung,13.06,1435176371000.0,
11823,gorkhapatra,http://www.gorkhapatra.org.np/detail.php?article_id=2442&cat_id=8,612,1214524800000.0,,"Mustang, Myagdi","People here are in troublesome condition after the traffic disruption in the different portions on Beni Jomsom road following a landslide, resulted after incessant rainfall since the past few days","Mustang, Myagdi",50km,landslide,downpour,medium,unknown,,,,,,GLC,612,28.57,83.45,Nepal,NP,Dhawalagiri,Dhawalagiri,16.78,1396310400000.0,
